id,date,price,num_bedrooms,num_bathrooms,total_floors,has_view_to_waterfront,has_been_viewed,overall_condition,grade,year_built,year_last_renovated,zipcode,latitude,longitude,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
1687000240,20141210T000000,276000,3,2.5,2,0,0,3,8,2007,0,98001,47.2877,-122.283,2495,4400,2495,0,2434,4400
1687910100,20140530T000000,655000,4,2.25,1,0,0,3,8,1983,0,98006,47.5605,-122.124,2060,8470,1440,620,2180,8978
1687910200,20141007T000000,629000,4,2.25,1,0,0,3,8,1984,0,98006,47.561,-122.126,1900,11171,1280,620,2330,9934
1692900110,20150320T000000,1130000,5,3.25,1,0,2,4,9,1968,0,98033,47.6651,-122.19,3080,13394,2230,850,2810,10720
1703401110,20140807T000000,292000,2,1,1,0,0,3,6,1904,0,98118,47.5573,-122.289,880,5500,880,0,1080,5500
1705400550,20150213T000000,467500,3,1,1.5,0,0,3,7,1918,0,98118,47.5569,-122.277,1700,4165,1700,0,1400,4165
1708400555,20140625T000000,346500,2,1.75,1,0,0,3,7,1941,0,98108,47.554,-122.304,1610,6300,1010,600,1370,5225
1710400005,20141119T000000,690000,3,2,3,0,0,3,8,1999,0,98122,47.6102,-122.314,1770,1800,1770,0,1890,3200
1721059286,20150121T000000,383000,4,2.5,2,0,0,3,9,2004,0,98092,47.315,-122.193,2640,8055,2640,0,1650,8055
1721800470,20140521T000000,230000,5,2,1.5,0,0,3,6,1941,1969,98146,47.5073,-122.337,1930,6120,1930,0,1130,6120
1724069043,20140618T000000,739888,3,2.5,2,0,4,4,8,1989,0,98075,47.569,-122.058,2420,43177,1690,730,3740,8717
1724069062,20140714T000000,1370000,2,3.25,3,1,3,3,9,1990,0,98075,47.5684,-122.06,2700,3444,2700,0,2710,3444
1724079013,20140718T000000,529000,3,2.25,2,0,0,3,9,1990,0,98024,47.5636,-121.932,1940,217800,1940,0,2580,83558
1724079048,20141208T000000,475000,3,2.5,1,0,0,3,7,1989,0,98024,47.5646,-121.935,2680,87117,1340,1340,2580,87117
1724500030,20150312T000000,415000,4,2.5,1,0,0,3,8,1980,0,98133,47.7749,-122.339,2400,7292,1530,870,1710,7909
1725059316,20141120T000000,2390000,4,4,2,0,2,3,13,2000,0,98033,47.6488,-122.201,6330,13296,4900,1430,2200,9196
1725079025,20140903T000000,539000,3,2,1,0,0,3,7,1993,0,98014,47.6527,-121.949,2350,209088,2350,0,2300,209088
1726069084,20141208T000000,465000,4,1.75,2,0,0,4,7,1961,0,98077,47.7358,-122.076,1810,21650,1810,0,2700,29680
1726069198,20140918T000000,850000,3,2.5,2,0,0,4,9,1984,0,98077,47.737,-122.074,3260,91911,3260,0,2520,65775
1726069202,20140718T000000,420000,3,1.75,1,0,0,3,7,1983,0,98077,47.7442,-122.072,1060,38644,1060,0,1310,11416
1727001300,20140609T000000,1900000,4,3.25,2,0,0,3,11,1978,0,98005,47.6392,-122.165,4130,112521,4130,0,3140,26147
1732800310,20150302T000000,2000000,4,3.75,2,0,3,3,10,2012,0,98119,47.6291,-122.363,2870,4500,2510,360,2870,6354
1732801300,20141008T000000,1250000,2,2.5,2,0,0,3,9,2006,0,98119,47.6318,-122.365,2310,3313,2310,0,2700,5670
1735800050,20150409T000000,142500,1,1,1,0,0,4,5,1917,0,98002,47.3109,-122.225,690,6825,690,0,1330,5381
1737320060,20140610T000000,366000,3,1.75,1,0,0,3,8,1976,0,98011,47.7687,-122.223,1520,8625,1520,0,2080,9200
1741700040,20150113T000000,725000,3,1,1,0,0,3,7,1951,0,98033,47.6745,-122.197,1000,19969,1000,0,1370,7962
1745000090,20141110T000000,208000,3,1.5,1,0,0,4,7,1967,0,98003,47.328,-122.321,1210,7247,1210,0,1370,7869
1760650290,20150205T000000,313200,3,2.5,2,0,0,3,7,2013,0,98042,47.3613,-122.081,1950,4197,1950,0,2300,4178
1760651000,20140613T000000,250000,3,2.25,2,0,0,3,7,2012,0,98042,47.3584,-122.083,1400,3814,1400,0,1610,3814
1761300340,20140610T000000,251750,3,2,1,0,0,5,7,1975,0,98031,47.3947,-122.174,1320,7200,1320,0,1540,7200
1762600090,20150424T000000,1210000,4,2.5,2,0,0,3,10,1984,0,98033,47.6484,-122.182,3430,35120,3430,0,3920,35230
1769600066,20141211T000000,700000,3,3.5,2,0,2,3,8,1971,2011,98146,47.5051,-122.381,3030,11550,3030,0,2340,10560
1769600147,20140731T000000,477590,3,3.25,2,0,0,3,8,2000,0,98146,47.5053,-122.377,2260,7701,1760,500,1880,7529
1770000130,20141126T000000,435000,3,1.75,1,0,0,3,7,1978,0,98072,47.7421,-122.089,1750,16748,1330,420,1750,16050
1771000540,20141104T000000,325000,3,1,1,0,0,4,7,1968,0,98077,47.7431,-122.073,1160,9525,1160,0,1160,10640
1771000760,20140513T000000,319000,3,1,1,0,0,4,7,1968,0,98077,47.7438,-122.075,1390,12823,1390,0,1390,10095
1771100130,20150316T000000,332900,3,1.5,1,0,0,4,7,1969,0,98077,47.7561,-122.071,1190,11996,1190,0,1190,9756
1771100240,20140925T000000,361000,3,1.75,1,0,0,4,7,1969,0,98077,47.7567,-122.071,1650,11220,1650,0,1340,10129
1772600510,20140620T000000,625000,3,2.5,2,0,0,3,10,2014,0,98106,47.5595,-122.365,2440,4800,2440,0,1180,5480
1772600665,20150225T000000,562000,3,2,1,0,0,5,8,1925,0,98106,47.5631,-122.366,2510,5200,1470,1040,990,5400
1773100765,20150429T000000,229000,1,1,1,0,0,3,6,1920,0,98106,47.5558,-122.363,600,3720,600,0,1480,4800
1773100922,20141208T000000,315000,3,3.25,2,0,0,3,8,2013,0,98106,47.5555,-122.363,1480,983,1180,300,1330,1062
1773101530,20141218T000000,275000,1,1,1,0,0,3,5,1930,0,98106,47.5533,-122.363,520,4800,520,0,800,4960
1774000330,20140707T000000,437000,3,1.75,1,0,0,4,8,1967,0,98072,47.749,-122.083,2220,17568,2220,0,2070,11745
1774200190,20150428T000000,580000,3,2.75,1,0,0,4,8,1975,0,98077,47.7649,-122.098,2660,32757,2660,0,2720,35191
1774200230,20150120T000000,585000,6,3,2,0,0,3,8,1976,0,98077,47.7642,-122.098,3870,43787,2700,1170,2600,35381
1775500371,20150501T000000,712000,4,2.5,1.5,0,0,3,10,1995,0,98072,47.7412,-122.087,3140,32336,3140,0,2340,19965
1775800420,20150202T000000,474000,4,2.25,1,0,0,4,8,1976,0,98072,47.7434,-122.095,1960,14834,1330,630,1540,15000
1775801260,20150311T000000,425000,4,2.5,1,0,0,4,7,1977,0,98072,47.7407,-122.097,1930,14196,1330,600,1470,12852
1776230180,20141008T000000,427500,4,2.5,2,0,0,3,8,2010,0,98059,47.5048,-122.155,2430,3249,2430,0,2650,3844
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20140820T000000,260000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1781500435,20150225T000000,575000,3,1.75,1,0,0,5,7,1911,0,98126,47.5256,-122.38,1580,7344,1580,0,1580,6207
1782000130,20140523T000000,383000,3,1,1,0,0,4,7,1942,0,98126,47.525,-122.378,1800,5612,1200,600,1450,5250
1782500065,20150428T000000,420000,4,1.75,1,0,0,4,7,1942,0,98126,47.5266,-122.379,1320,4978,940,380,1260,4693
1785400300,20140821T000000,525000,3,2,1,0,0,3,8,1981,0,98074,47.6301,-122.037,1640,15258,1640,0,1640,16345
1787250210,20141222T000000,379000,4,2.75,2,0,0,3,8,2001,0,98058,47.4244,-122.151,2410,5225,2410,0,2300,5378
1787600165,20140623T000000,396500,3,1.75,1,0,0,3,8,1955,0,98125,47.7244,-122.326,2390,7149,1350,1040,1710,7402
1787600190,20150403T000000,353000,2,1,1,0,0,3,7,1951,0,98125,47.7235,-122.326,1100,7500,1100,0,1920,7149
1787600224,20150310T000000,390000,3,2.5,1,0,0,3,7,1967,0,98125,47.7255,-122.327,1640,6991,1110,530,1860,7342
1788700160,20150220T000000,195000,3,1,1,0,0,4,6,1959,1977,98023,47.3274,-122.348,1260,8378,840,420,1140,8496
1789900065,20140709T000000,215000,3,1.75,1,0,0,3,8,1959,0,98023,47.3204,-122.364,1770,29004,1770,0,2300,24534
1795900210,20140518T000000,575550,4,2.5,1,0,0,3,8,1985,0,98052,47.7272,-122.105,2060,7475,1440,620,2280,8396
1796350300,20140710T000000,195000,2,1,1,0,0,4,6,1983,0,98042,47.3682,-122.096,860,10400,860,0,1390,9086
1796350690,20140820T000000,245000,3,2,1,0,0,3,7,1987,0,98042,47.3707,-122.094,1390,8250,1390,0,1390,7875
1796360990,20140701T000000,205000,3,1.75,1,0,0,3,7,1981,0,98042,47.3679,-122.088,1170,8239,1170,0,1180,7866
1796361140,20141031T000000,230000,3,1.75,1,0,0,3,7,1985,0,98042,47.3668,-122.09,1340,8250,1100,240,1540,7860
1796370180,20150508T000000,260000,3,2.25,2,0,0,4,7,1990,0,98042,47.3713,-122.091,1610,7423,1610,0,1530,8102
1796380960,20141126T000000,223000,3,2,1,0,0,3,7,1990,0,98042,47.3666,-122.084,1670,6824,1300,370,1660,7586
1818800289,20150121T000000,795000,3,2.75,1,0,0,3,9,1997,0,98116,47.5705,-122.406,1820,7517,1820,0,2540,8035
1819800042,20141114T000000,460000,2,1,1,0,0,4,7,1909,0,98107,47.6566,-122.36,880,3300,880,0,1960,5500
1822069109,20140910T000000,485000,3,2.5,1,0,0,4,8,1976,0,98042,47.389,-122.088,2540,51836,1820,720,1650,51836
1823039205,20140624T000000,585000,3,2.5,2,0,0,3,8,1998,0,98070,47.4815,-122.47,2270,100545,2270,0,1277,100545
1823049202,20150107T000000,326000,6,1.5,1,0,0,3,7,1971,0,98146,47.4869,-122.34,1930,8400,1030,900,1780,9520
1823049242,20141006T000000,245000,3,2.25,1,0,0,3,7,1967,0,98146,47.4869,-122.344,1900,7250,1250,650,1560,9420
1823059106,20150428T000000,288250,3,1.75,1,0,0,3,7,1963,0,98178,47.4861,-122.226,2110,15400,1380,730,2110,9800
1823059205,20140604T000000,200000,3,1.5,1.5,0,0,3,6,1903,0,98055,47.4819,-122.223,2060,15837,2060,0,2190,8549
1823059241,20150408T000000,609000,4,3.5,2,0,3,3,9,2007,0,98055,47.488,-122.225,3990,11270,2930,1060,1980,11328
1824079107,20140528T000000,740000,4,2.25,2,0,0,4,9,1998,0,98024,47.569,-121.962,2920,46355,2920,0,2310,184694
1825069072,20150430T000000,964000,3,2.5,2,0,0,3,11,1999,0,98074,47.6544,-122.085,3630,9475,3630,0,3250,11605
1825079070,20150313T000000,590000,3,1.75,1,0,0,3,7,1981,0,98053,47.6493,-121.956,1560,242629,1560,0,2320,220654
1826049408,20150427T000000,383900,3,1.5,1,0,0,4,7,1965,0,98133,47.7471,-122.337,1600,8040,1050,550,1810,7819
1826049426,20150105T000000,445000,4,2.75,1,0,0,3,8,1968,0,98133,47.7373,-122.35,2320,12368,1670,650,2070,9575
1828300100,20150330T000000,800000,4,2.5,2,0,0,3,9,2003,0,98034,47.7151,-122.227,3100,7807,3100,0,3100,7807
1829300260,20141113T000000,765000,4,2.5,2,0,0,3,10,1987,0,98074,47.6373,-122.042,3360,13636,3360,0,2980,10615
1829300270,20140821T000000,715000,4,2.5,2,0,0,3,10,1987,0,98074,47.6374,-122.042,2780,13521,2780,0,2980,11454
1829300520,20150412T000000,746500,4,2.5,2,0,0,3,10,1987,0,98074,47.637,-122.04,3460,9699,3460,0,3140,10631
1829700080,20141212T000000,340000,3,1,2,0,0,3,7,1950,0,98155,47.7443,-122.326,1450,9586,1450,0,1500,8592
1839500055,20141114T000000,530000,4,2.5,2,0,0,3,9,2006,0,98056,47.5055,-122.194,2590,7891,2590,0,1400,7891
1839920180,20150318T000000,460000,3,2.25,1,0,0,3,7,1969,0,98034,47.7248,-122.179,1620,7350,1170,450,1800,7350
1841500050,20141020T000000,334950,4,1.75,1,0,0,3,8,1961,0,98031,47.3439,-122.198,1700,40973,1700,0,2760,40973
1842300050,20140702T000000,600000,5,2,1,0,0,5,7,1965,0,98052,47.6696,-122.149,2190,9072,1110,1080,1660,8327
1842900030,20150416T000000,234000,3,1.5,1,0,0,4,7,1968,0,98042,47.3434,-122.082,1200,11935,1200,0,1350,11935
1843100610,20140521T000000,382000,5,2.25,2,0,0,4,8,1990,0,98042,47.3734,-122.124,2880,11965,2880,0,2370,10715
1843130210,20141015T000000,266950,3,2.5,2,0,0,3,7,2005,0,98042,47.3745,-122.127,1920,4803,1920,0,2240,5231
1853080180,20141026T000000,810000,5,3.25,2,0,0,3,9,2012,0,98074,47.5933,-122.061,3290,6422,3290,0,3210,6891
1853500290,20140811T000000,314000,4,2.5,2,0,0,3,8,1992,0,98188,47.4435,-122.274,1870,8449,1870,0,2160,8113
1854750030,20150407T000000,1160000,3,3.5,2,0,0,3,10,1999,0,98006,47.5646,-122.127,3620,8072,2920,700,3680,9624
1860600535,20141220T000000,1320000,4,3,2,0,3,4,8,1908,1996,98119,47.6344,-122.369,2120,3600,1830,290,2120,3600
1861400116,20150116T000000,605000,3,3.25,2,0,0,3,8,1988,0,98119,47.6325,-122.371,2200,2400,1740,460,2200,3600
1862400471,20140820T000000,392500,3,3.25,3,0,0,3,8,1998,0,98117,47.6957,-122.375,1600,1289,1600,0,1600,1376
1862400522,20140822T000000,449000,3,2.5,3,0,0,3,8,1998,0,98117,47.6955,-122.376,1810,1658,1810,0,1470,1585
1864940180,20140605T000000,335000,4,2.5,2,0,0,3,8,2009,0,98001,47.2649,-122.292,2610,4781,2610,0,2583,4796
1868900775,20140505T000000,618500,3,2,1,0,0,4,7,1942,0,98115,47.6738,-122.297,1800,5000,1080,720,1800,5000
1868901275,20150127T000000,455000,2,1,1.5,0,0,2,7,1925,0,98115,47.6727,-122.299,1430,5000,1430,0,1450,3750
1870400615,20150309T000000,635000,5,1.75,1,0,0,4,7,1920,0,98115,47.6727,-122.293,2240,4750,1120,1120,1980,4750
1871400585,20150422T000000,160000,2,1,1,0,0,5,6,1915,1974,98022,47.2848,-121.927,1020,13647,1020,0,980,8250
1877500005,20141201T000000,827235,3,1.75,1,0,0,3,8,1948,0,98199,47.6475,-122.409,1740,8560,1500,240,2240,5800
1890000170,20141029T000000,552000,3,2.5,3,0,0,3,8,2009,0,98105,47.6621,-122.324,1280,1920,1280,0,1450,1900
1898700310,20140505T000000,220000,4,1.5,1,0,0,3,7,1971,0,98023,47.3206,-122.397,1240,9600,1240,0,1240,9592
1898900280,20140919T000000,340000,4,3,1,0,0,3,8,1999,0,98023,47.3046,-122.392,2380,20277,1500,880,2370,15440
1900000060,20141117T000000,313000,3,1.5,1.5,0,0,2,6,1925,0,98166,47.4693,-122.349,1550,7260,1550,0,1190,7620
1900000195,20140630T000000,100000,2,1,1,0,0,2,6,1942,0,98166,47.467,-122.349,930,7623,930,0,1300,7641
1901600090,20140626T000000,359000,5,1.75,1.5,0,0,4,7,1953,0,98166,47.4663,-122.359,1940,6654,1940,0,2300,9500
1912100875,20150423T000000,555000,2,2.25,2,0,0,3,7,2000,0,98102,47.6399,-122.32,1370,1248,1200,170,1800,3360
1917300260,20141202T000000,210000,4,2,1.5,0,0,5,6,1920,0,98022,47.2105,-121.989,1520,6174,1520,0,1390,5407
1921069101,20150508T000000,399000,3,1.75,1,0,0,3,7,2008,0,98092,47.2881,-122.086,2170,73616,2170,0,1710,297514
1922059027,20150123T000000,282510,4,1,1.5,0,0,4,6,1932,0,98030,47.3818,-122.21,1450,32234,1450,0,1530,10125
1922059396,20150404T000000,330000,3,2.5,1,0,0,3,7,1978,0,98030,47.3741,-122.218,2410,17424,1630,780,1530,11761
1922069089,20150324T000000,310000,3,1,1,0,0,3,7,1961,0,98042,47.3836,-122.082,1020,55756,1020,0,1490,12745
1923000030,20140728T000000,1120000,4,2.5,2,0,1,4,10,1983,0,98040,47.5634,-122.213,3840,16619,3840,0,3600,16553
1923039089,20140610T000000,285000,2,2,1,0,0,3,6,1946,0,98070,47.4621,-122.461,1651,18200,1651,0,1510,89595
1924059254,20150508T000000,1300000,5,3.75,1,0,1,4,10,1968,0,98040,47.5479,-122.212,3490,15246,1940,1550,3410,15682
1924059278,20140611T000000,762400,3,1.75,1,0,1,3,8,1949,1970,98040,47.5588,-122.211,2430,14607,1230,1200,2750,17425
1924069071,20140729T000000,485000,5,1.75,1,0,2,4,7,1962,0,98027,47.5516,-122.085,2140,43124,1220,920,2520,14677
1924069115,20150224T000000,873000,3,2.25,2,0,0,3,11,1997,0,98027,47.5473,-122.092,2720,54450,2720,0,3170,60548
1924079091,20150113T000000,460000,4,2,1,0,3,2,8,1971,0,98027,47.5538,-121.958,1960,190357,1960,0,2560,189100
1925069183,20140815T000000,425000,3,2.5,1,0,0,4,7,1976,0,98052,47.6366,-122.094,1340,10018,1340,0,2520,13068
1926049210,20150422T000000,372500,2,1,1,0,0,4,7,1944,0,98133,47.7332,-122.352,880,10950,880,0,1450,7560
1926049326,20150210T000000,305000,2,1,1.5,0,0,3,6,1921,0,98133,47.7225,-122.349,1210,7140,1210,0,1150,7376
1926049355,20141028T000000,399000,5,2,1,0,0,3,8,1965,0,98133,47.7338,-122.352,2620,7030,1420,1200,1360,7964
1926049398,20141013T000000,359000,3,2.25,1,0,0,3,7,1985,0,98133,47.7237,-122.335,1650,7218,1230,420,1690,7459
1926059099,20141208T000000,708000,5,3.25,2,0,0,3,8,2004,0,98034,47.7212,-122.222,3060,11778,3060,0,1840,10403
1926069063,20150306T000000,585000,3,1.75,1,0,0,4,7,1974,0,98077,47.732,-122.077,1790,87213,1790,0,3270,39586
1926069143,20141016T000000,865000,4,3.25,1,0,0,4,8,1980,0,98072,47.7293,-122.099,3400,99170,2000,1400,3460,47920
1930301325,20150423T000000,1030000,3,2.75,2,0,2,5,8,1904,0,98103,47.6565,-122.355,2780,4000,1960,820,1490,4800
1931300035,20140516T000000,785000,3,2,1,0,0,5,7,1904,0,98103,47.657,-122.345,2180,5440,1100,1080,1470,4109
1931300090,20140507T000000,610950,3,3,3,0,0,3,8,2014,0,98103,47.6572,-122.346,1680,1570,1680,0,1640,4800
1934800162,20150511T000000,386180,2,1.5,2,0,0,3,7,2005,0,98122,47.6032,-122.308,960,1829,960,0,1470,1829
1937300280,20141030T000000,404500,2,1,1.5,0,0,3,7,1909,0,98144,47.5949,-122.307,1270,3700,1270,0,1980,3200
1938400300,20140708T000000,245000,4,2.25,1,0,0,3,8,1978,0,98023,47.3174,-122.366,2600,6390,1390,1210,2110,6700
1939050110,20150113T000000,500000,3,2.25,1,0,0,3,8,1988,0,98074,47.6225,-122.038,1440,15661,1180,260,1440,13963
1939100610,20140623T000000,560000,4,2.5,2,0,0,3,9,1990,0,98074,47.6273,-122.034,2300,7989,2300,0,2280,8835
1939130120,20140718T000000,735000,4,2.5,2,0,0,3,9,1990,0,98074,47.6252,-122.029,3100,8529,3100,0,2710,8344
1951500030,20150204T000000,140000,3,1,1.5,0,0,3,7,1959,0,98032,47.3748,-122.294,1090,10620,1090,0,1380,10620
1951600250,20150406T000000,135000,3,1,1,0,0,3,7,1959,0,98032,47.3698,-122.297,830,9600,830,0,1240,9198
1951800580,20141024T000000,590000,4,2.5,1,0,0,5,8,1973,0,98006,47.5403,-122.168,3700,12500,1920,1780,2020,8350
1952000150,20140506T000000,530000,5,2.5,1,0,0,4,7,1964,0,98008,47.5803,-122.119,2910,9636,1690,1220,2830,10385
1952200240,20140611T000000,850830,3,2.5,1.5,0,0,5,9,1910,0,98102,47.6415,-122.315,2070,13241,1270,800,2200,4500
1954420170,20141113T000000,580000,3,2.5,2,0,0,3,8,1988,0,98074,47.6191,-122.043,2150,7484,2150,0,2150,6879
1954430180,20150105T000000,485000,3,2.5,2,0,0,3,8,1988,0,98074,47.6194,-122.041,1680,7385,1680,0,1970,7470
1954430190,20140808T000000,528000,4,2.75,1,0,0,3,8,1988,0,98074,47.6194,-122.042,2050,7171,1540,510,1960,7110
1954700615,20141022T000000,825000,4,1.5,2,0,0,3,9,1903,0,98112,47.6188,-122.285,2040,6900,2040,0,3150,8220
1959700550,20140905T000000,740000,4,2,1.5,0,0,4,9,1922,0,98102,47.644,-122.319,2050,4400,2050,0,2320,5500
1959701800,20140702T000000,2150000,3,3.5,2,0,4,5,10,1909,0,98102,47.6465,-122.319,4660,5500,3040,1620,2980,5500
1959703070,20141029T000000,979700,5,3,1.5,0,0,3,7,1927,0,98102,47.6507,-122.32,3730,5500,2160,1570,1890,5500
1972200553,20140804T000000,619000,3,2.25,3,0,0,3,8,2014,0,98103,47.6536,-122.354,1650,946,1650,0,1570,1283
1972200554,20140804T000000,580000,3,2.25,3,0,0,3,8,2014,0,98103,47.6536,-122.354,1480,1026,1480,0,1570,1283
1972200751,20140519T000000,485000,2,2.25,3,0,0,3,8,2004,0,98103,47.6531,-122.352,1260,1240,1260,0,1330,1300
1972201856,20140507T000000,526000,2,2,1.5,0,0,4,7,1900,0,98103,47.654,-122.346,1550,2400,1550,0,1180,1224
1972202187,20141024T000000,565000,3,2.5,3,0,0,3,8,2007,0,98103,47.6512,-122.345,1870,1058,1380,490,1440,1136
1982200245,20150127T000000,726000,3,2.5,1.5,0,0,4,8,1915,0,98107,47.6642,-122.362,1890,3880,1460,430,1010,3880
1995200245,20140606T000000,545000,4,2.5,2,0,0,3,7,1990,0,98115,47.6952,-122.323,2040,6034,2040,0,1380,5986
1999700045,20140502T000000,313000,3,1.5,1.5,0,0,3,7,1955,0,98133,47.7658,-122.339,1340,7912,1340,0,1480,7940
2004100075,20150326T000000,332000,2,1,1,0,0,3,7,1954,0,98155,47.737,-122.325,1150,8138,1150,0,1300,8139
2009001600,20150506T000000,265000,3,1,1,0,0,4,7,1950,0,98198,47.4061,-122.33,1070,9000,1070,0,1840,12000
2011400405,20140831T000000,380000,5,1.75,1,0,0,4,7,1947,0,98198,47.3937,-122.323,1320,38125,1120,200,2360,15070
2011400782,20140804T000000,229500,1,1,1,0,2,3,6,1948,0,98198,47.4007,-122.323,1180,22000,1180,0,1890,11761
2013800095,20140904T000000,266750,3,2.25,2,0,0,3,7,1988,0,98198,47.3862,-122.315,1650,10000,1650,0,1420,10000
2013802030,20140911T000000,357000,3,2,1,1,4,3,7,1955,0,98198,47.3811,-122.325,2460,53882,2460,0,2660,32625
2022059308,20150505T000000,353000,3,2,1,0,0,3,7,1994,0,98030,47.3744,-122.19,1678,13862,1678,0,1550,11753
2023049218,20150316T000000,445000,2,1,1,0,0,1,5,1932,0,98148,47.4611,-122.324,930,7740,930,0,1620,8584
2023049245,20140820T000000,296000,4,1.5,1,0,0,3,7,1953,0,98168,47.4718,-122.323,1370,9750,1070,300,1540,9789
2024059127,20150109T000000,908950,4,2.75,2,0,0,3,9,2014,0,98006,47.5538,-122.189,3090,6200,3090,0,2890,10108
2024069128,20141110T000000,1030000,3,2.5,1,0,0,3,10,2005,0,98027,47.5534,-122.078,3545,9816,2610,935,3630,7704
2024079035,20140605T000000,685000,3,2.75,2,0,0,4,9,1990,0,98024,47.553,-121.946,3150,219978,3000,150,3180,218235
2025049006,20141112T000000,750000,7,2.75,1.5,0,0,4,8,1906,0,98102,47.6454,-122.316,3410,4056,2130,1280,2510,4056
2025049064,20140915T000000,796000,3,1,1.5,0,0,3,8,1912,0,98102,47.6429,-122.327,1980,3243,1980,0,1380,1249
2025049114,20140529T000000,402000,2,1,2,0,0,4,7,1943,0,98102,47.6412,-122.329,710,1173,710,0,1370,1173
2025059026,20150225T000000,1980000,4,3.5,1,0,0,3,12,1990,0,98004,47.6323,-122.192,4500,44384,3340,1160,2540,26287
2025700080,20140710T000000,265000,3,2.5,2,0,0,4,7,1991,0,98038,47.3487,-122.036,1530,6000,1530,0,1360,6000
2025700730,20140502T000000,287200,3,3,1,0,0,4,7,1992,0,98038,47.3493,-122.034,1850,19966,1090,760,1410,6715
2025700740,20140702T000000,275250,3,2.25,2,0,0,4,7,1992,0,98038,47.3492,-122.034,1520,7199,1520,0,1410,6751
2025700860,20150414T000000,287000,3,2.25,2,0,0,4,7,1992,0,98038,47.3484,-122.033,1370,6000,1370,0,1370,6200
2025701060,20141117T000000,264500,3,2.25,2,0,0,3,7,1993,0,98038,47.3504,-122.035,1370,7087,1370,0,1400,6600
2025701080,20150318T000000,305000,3,2.25,2,0,0,4,7,1993,0,98038,47.3504,-122.035,1370,6600,1370,0,1370,6600
2025701360,20141014T000000,260000,3,2.5,2,0,0,4,7,1991,0,98038,47.3498,-122.037,1510,6095,1510,0,1520,6000
2025760160,20140703T000000,835000,4,4.25,2,0,0,3,12,2005,0,98092,47.3069,-122.148,4930,25714,4930,0,3620,23035
2026049097,20141125T000000,431750,2,2,1,0,0,3,8,1957,0,98125,47.7262,-122.316,1400,10052,1400,0,1400,8785
2026049184,20150320T000000,680000,4,2.5,2,0,0,3,8,2014,0,98133,47.7321,-122.334,2440,6581,2440,0,1480,7432
2028701165,20140627T000000,430000,2,1,1,0,0,5,7,1927,0,98117,47.6764,-122.366,1050,2570,850,200,1080,2800
2051200436,20140820T000000,692000,3,2.5,1.5,0,2,3,9,2009,0,98070,47.365,-122.456,3490,28213,2242,1248,2120,56628
2056100275,20141006T000000,530000,2,1.5,1,0,0,4,8,1954,0,98116,47.5673,-122.401,1390,5000,970,420,1610,5000
2061100390,20140721T000000,475000,2,2,1.5,0,0,3,7,1983,0,98115,47.6902,-122.325,1440,3720,1440,0,1490,4308
2064800120,20140602T000000,411000,4,2.75,1,0,0,5,8,1976,0,98056,47.5378,-122.17,2150,9915,1240,910,1980,9325
2064800830,20150320T000000,450000,3,2.25,1,0,0,4,8,1977,0,98056,47.5339,-122.174,1740,9488,1180,560,1880,8615
2068500210,20150409T000000,234300,3,1,1,0,0,3,7,1963,0,98055,47.424,-122.201,1140,9779,1140,0,1520,9814
2071700010,20141119T000000,340000,3,2.25,1,0,0,3,7,1963,0,98133,47.7446,-122.332,2580,7434,1630,950,1920,7737
