id,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
1774000330,2220,17568,2220,0,2070,11745
1774200190,2660,32757,2660,0,2720,35191
1774200230,3870,43787,2700,1170,2600,35381
1775500371,3140,32336,3140,0,2340,19965
1775800420,1960,14834,1330,630,1540,15000
1775801260,1930,14196,1330,600,1470,12852
1776230180,2430,3249,2430,0,2650,3844
1781500435,1580,7344,1580,0,1580,6207
1781500435,1580,7344,1580,0,1580,6207
1782000130,1800,5612,1200,600,1450,5250
1782500065,1320,4978,940,380,1260,4693
1785400300,1640,15258,1640,0,1640,16345
1787250210,2410,5225,2410,0,2300,5378
1787600165,2390,7149,1350,1040,1710,7402
1787600190,1100,7500,1100,0,1920,7149
1787600224,1640,6991,1110,530,1860,7342
1788700160,1260,8378,840,420,1140,8496
1789900065,1770,29004,1770,0,2300,24534
1794500383,2450,2691,1750,700,1760,3573
1795900210,2060,7475,1440,620,2280,8396
1796350300,860,10400,860,0,1390,9086
1796350690,1390,8250,1390,0,1390,7875
1796360990,1170,8239,1170,0,1180,7866
1796361140,1340,8250,1100,240,1540,7860
1796370180,1610,7423,1610,0,1530,8102
1796380960,1670,6824,1300,370,1660,7586
1818800289,1820,7517,1820,0,2540,8035
1819800042,880,3300,880,0,1960,5500
1822069109,2540,51836,1820,720,1650,51836
1823039205,2270,100545,2270,0,1277,100545
1823049202,1930,8400,1030,900,1780,9520
1823049242,1900,7250,1250,650,1560,9420
1823059106,2110,15400,1380,730,2110,9800
1823059205,2060,15837,2060,0,2190,8549
1823059241,3990,11270,2930,1060,1980,11328
1824079107,2920,46355,2920,0,2310,184694
1825069072,3630,9475,3630,0,3250,11605
1825079070,1560,242629,1560,0,2320,220654
1826049408,1600,8040,1050,550,1810,7819
1826049426,2320,12368,1670,650,2070,9575
1828300100,3100,7807,3100,0,3100,7807
1829300260,3360,13636,3360,0,2980,10615
1829300270,2780,13521,2780,0,2980,11454
1829300520,3460,9699,3460,0,3140,10631
1829700080,1450,9586,1450,0,1500,8592
1839500055,2590,7891,2590,0,1400,7891
1839920180,1620,7350,1170,450,1800,7350
1841500050,1700,40973,1700,0,2760,40973
1842300050,2190,9072,1110,1080,1660,8327
1842900030,1200,11935,1200,0,1350,11935
1843100610,2880,11965,2880,0,2370,10715
1843130210,1920,4803,1920,0,2240,5231
1853080180,3290,6422,3290,0,3210,6891
1853500290,1870,8449,1870,0,2160,8113
1854750030,3620,8072,2920,700,3680,9624
1860600535,2120,3600,1830,290,2120,3600
1861400116,2200,2400,1740,460,2200,3600
1862400471,1600,1289,1600,0,1600,1376
1862400522,1810,1658,1810,0,1470,1585
1864940180,2610,4781,2610,0,2583,4796
1868900775,1800,5000,1080,720,1800,5000
1868901275,1430,5000,1430,0,1450,3750
1870400615,2240,4750,1120,1120,1980,4750
1871400585,1020,13647,1020,0,980,8250
1877500005,1740,8560,1500,240,2240,5800
1890000170,1280,1920,1280,0,1450,1900
1898700310,1240,9600,1240,0,1240,9592
1898900280,2380,20277,1500,880,2370,15440
1900000060,1550,7260,1550,0,1190,7620
1900000195,930,7623,930,0,1300,7641
1901600090,1940,6654,1940,0,2300,9500
1912100875,1370,1248,1200,170,1800,3360
1917300260,1520,6174,1520,0,1390,5407
1921069101,2170,73616,2170,0,1710,297514
1922059027,1450,32234,1450,0,1530,10125
1922059396,2410,17424,1630,780,1530,11761
1922069089,1020,55756,1020,0,1490,12745
1923000030,3840,16619,3840,0,3600,16553
1923039089,1651,18200,1651,0,1510,89595
1924059254,3490,15246,1940,1550,3410,15682
1924059278,2430,14607,1230,1200,2750,17425
1924069071,2140,43124,1220,920,2520,14677
1924069115,2720,54450,2720,0,3170,60548
1924079091,1960,190357,1960,0,2560,189100
1925069183,1340,10018,1340,0,2520,13068
1926049210,880,10950,880,0,1450,7560
1926049326,1210,7140,1210,0,1150,7376
1926049355,2620,7030,1420,1200,1360,7964
1926049398,1650,7218,1230,420,1690,7459
1926059099,3060,11778,3060,0,1840,10403
1926069063,1790,87213,1790,0,3270,39586
1926069143,3400,99170,2000,1400,3460,47920
1930301325,2780,4000,1960,820,1490,4800
1931300035,2180,5440,1100,1080,1470,4109
1931300090,1680,1570,1680,0,1640,4800
1934800162,960,1829,960,0,1470,1829
1937300280,1270,3700,1270,0,1980,3200
1938400300,2600,6390,1390,1210,2110,6700
1939050110,1440,15661,1180,260,1440,13963
1939100610,2300,7989,2300,0,2280,8835
1939130120,3100,8529,3100,0,2710,8344
1951500030,1090,10620,1090,0,1380,10620
1951600250,830,9600,830,0,1240,9198
1951800580,3700,12500,1920,1780,2020,8350
1952000150,2910,9636,1690,1220,2830,10385
1952200240,2070,13241,1270,800,2200,4500
1954420170,2150,7484,2150,0,2150,6879
1954430180,1680,7385,1680,0,1970,7470
1954430190,2050,7171,1540,510,1960,7110
1954700615,2040,6900,2040,0,3150,8220
1959700550,2050,4400,2050,0,2320,5500
1959701800,4660,5500,3040,1620,2980,5500
1959703070,3730,5500,2160,1570,1890,5500
1972200553,1650,946,1650,0,1570,1283
1972200554,1480,1026,1480,0,1570,1283
1972200751,1260,1240,1260,0,1330,1300
1972201856,1550,2400,1550,0,1180,1224
1972202187,1870,1058,1380,490,1440,1136
1982200245,1890,3880,1460,430,1010,3880
1995200245,2040,6034,2040,0,1380,5986
1999700045,1340,7912,1340,0,1480,7940
2004100075,1150,8138,1150,0,1300,8139
2009001600,1070,9000,1070,0,1840,12000
2011400405,1320,38125,1120,200,2360,15070
2011400782,1180,22000,1180,0,1890,11761
2013800095,1650,10000,1650,0,1420,10000
2013802030,2460,53882,2460,0,2660,32625
2022059308,1678,13862,1678,0,1550,11753
2023049218,930,7740,930,0,1620,8584
2023049245,1370,9750,1070,300,1540,9789
2024059127,3090,6200,3090,0,2890,10108
2024069128,3545,9816,2610,935,3630,7704
2024079035,3150,219978,3000,150,3180,218235
2025049006,3410,4056,2130,1280,2510,4056
2025049064,1980,3243,1980,0,1380,1249
2025049114,710,1173,710,0,1370,1173
2025059026,4500,44384,3340,1160,2540,26287
2025700080,1530,6000,1530,0,1360,6000
2025700730,1850,19966,1090,760,1410,6715
2025700740,1520,7199,1520,0,1410,6751
2025700860,1370,6000,1370,0,1370,6200
2025701060,1370,7087,1370,0,1400,6600
2025701080,1370,6600,1370,0,1370,6600
2025701360,1510,6095,1510,0,1520,6000
2025760160,4930,25714,4930,0,3620,23035
2026049097,1400,10052,1400,0,1400,8785
2026049184,2440,6581,2440,0,1480,7432
2028701165,1050,2570,850,200,1080,2800
2051200436,3490,28213,2242,1248,2120,56628
2056100275,1390,5000,970,420,1610,5000
2061100390,1440,3720,1440,0,1490,4308
2064800120,2150,9915,1240,910,1980,9325
2064800830,1740,9488,1180,560,1880,8615
2068500210,1140,9779,1140,0,1520,9814
2071700010,2580,7434,1630,950,1920,7737
2085200545,840,5700,840,0,1430,12600
2085700050,2480,8626,2480,0,2990,9033
2105200050,2020,10744,1270,750,2020,11069
2112700185,3110,6000,1560,1550,2060,6000
2112700920,1630,4000,1100,530,1300,4000
2113700235,1730,5500,1010,720,1080,4900
2113700510,1170,4000,720,450,1130,4000
2113700620,2500,6000,1730,770,1340,5000
2113700780,1060,5000,1060,0,1220,4600
2113701080,1100,4010,1100,0,980,4501
2114700368,1400,1262,1160,240,1060,1524
2114700500,560,4120,560,0,980,4120
2114700540,1320,4320,660,660,1190,4200
2114700615,630,4200,630,0,970,4200
2115510340,1720,8755,1000,720,1720,8690
2117700085,1480,7560,1100,380,1510,7250
2122039137,1656,108900,1656,0,2030,29859
2122059077,1210,18700,1210,0,2250,10048
2123049114,680,8064,680,0,1340,10800
2123049194,1370,10317,1370,0,1370,9884
2124069103,1510,18439,1510,0,1600,34326
2125049120,2350,5700,1810,540,2170,6000
2125049133,1920,6500,1260,660,1970,5500
2125059163,4110,43560,4110,0,3650,43995
2126059294,3720,7746,3720,0,3080,11067
2126079014,2540,228254,1450,1090,1780,59241
2128000050,2070,7200,1390,680,2110,8400
2130400150,1210,9635,1210,0,1550,10707
2130410050,1490,9600,1170,320,1590,10104
2130701535,1360,10000,1360,0,1430,10000
2130702205,1790,7123,1790,0,1660,8128
2130702270,1040,8128,1040,0,1520,7500
2131200766,2320,7500,2320,0,1480,10000
2131701240,1050,6317,1050,0,1600,9616
2141300620,1960,13252,1240,720,2040,9866
2143700676,1040,7800,1040,0,1780,8400
2144800146,1300,9334,1300,0,2210,9636
2154900330,1820,8217,1120,700,1310,8217
2155000160,1840,9600,1220,620,1770,9720
2155500030,1720,9600,1720,0,1660,10720
2156500220,2170,7140,1290,880,2120,7820
2158900290,1850,3600,1660,190,1970,3600
2171400126,1690,4250,1020,670,1820,8865
2171400197,2520,5500,1550,970,1700,8000
2193300620,1840,13020,1390,450,2210,13020
2193310320,2330,7064,1780,550,1740,8075
2200500350,1640,14100,1140,500,1520,13527
2201500030,1750,9600,1750,0,1750,10530
2201500240,1260,10065,1260,0,1320,10278
2205500080,1210,11100,1210,0,1280,11100
2205700350,1700,8640,850,850,1620,9000
2206500300,1910,9720,1390,520,1750,9720
2206500395,1340,10224,1340,0,1340,10440
2206900065,1430,11173,1430,0,1520,11659
2207100740,1250,7700,1250,0,1520,7700
2207200520,970,8040,970,0,1250,7000
2207200635,1120,6900,1120,0,1300,7000
2212200100,2150,7670,1240,910,1610,7350
2212600100,3150,67518,2250,900,2210,32391
2212700180,1460,10000,1460,0,1930,14175
2212900470,1200,10080,1200,0,1230,9800
2212901010,1170,11960,1170,0,1230,9800
2215450100,2240,7589,2240,0,2250,7300
2215500080,1940,6000,970,970,1700,6000
2215800050,3440,56192,3440,0,3150,44431
2215900900,1690,8564,1690,0,1690,7532
2215901230,1470,7694,1470,0,1580,7480
2223059053,800,17965,800,0,1500,8925
2224079050,3980,209523,3980,0,2220,65775
2225059336,4090,49542,3100,990,2980,43357
2225300585,1750,9166,1170,580,1810,8760
2228900270,1010,6000,1010,0,1610,7313
2231800020,2020,8093,1300,720,1920,8089
2250000010,1400,7341,1300,100,2090,7410
2253200010,2400,9537,1210,1190,1760,9533
2254501095,1630,1686,1330,300,1570,2580
2254501342,1140,1149,940,200,1460,1149
2254501440,1790,3600,1790,0,1770,3119
2258500045,1000,5120,1000,0,1940,4300
2260300060,4780,20440,3660,1120,4660,20440
2270000070,1560,4350,1560,0,1560,4350
2273600460,1530,8503,1150,380,1610,8549
2287000030,1870,9897,1870,0,1900,10005
2287400030,2260,7200,2260,0,1720,7200
2291400342,1358,1141,1358,0,1358,1196
2291400566,1450,6820,1450,0,1450,6820
2296500131,4660,9900,2600,2060,3380,9900
2296700260,1730,8490,1210,520,1870,7400
2296700330,1820,8261,1420,400,1920,7961
2303900090,5760,32033,4390,1370,3420,28475
2309710130,1870,6551,1870,0,2280,5331
2310000380,1400,7735,1400,0,1530,7754
2310100240,2240,6097,2240,0,2240,5574
2312400230,1810,12000,1810,0,1720,9916
2313900165,1510,3750,1510,0,1500,5000
2313900610,1420,3750,1420,0,1430,4664
2320069089,1830,12233,1830,0,1520,12233
2320069260,2010,33090,2010,0,1840,22620
2322069114,1050,16050,1050,0,1610,27600
2322069116,2690,46609,2690,0,1500,34800
2323059074,960,27442,960,0,1100,29019
2323089009,4030,1024068,4030,0,1830,11700
2324039077,930,5650,930,0,1340,6400
2324800350,3740,32417,3740,0,3180,32417
2325300060,1232,1130,1232,0,1232,1202
2325400330,2190,3850,2190,0,1900,3850
2326300090,2090,4725,1610,480,1280,4725
2326600150,2700,5764,2700,0,3270,14700
2329720040,2600,4506,2600,0,2600,4658
2329800140,1580,6633,1580,0,1590,6633
2330000035,1650,10250,1650,0,2400,10250
2331300505,2320,4960,1720,600,1700,4960
2332700060,2620,10920,2620,0,2370,11907
2354300835,1140,12000,1140,0,1880,6125
2354300910,1260,7250,1260,0,1880,7250
2366800055,1740,10050,1740,0,1300,10125
2374200005,2400,6000,2400,0,1780,8732
2380000190,2530,35150,1800,730,2460,36386
2386000020,4470,86225,4470,0,3850,97049
2391602250,1770,5750,1770,0,970,5750
2391602350,670,5750,670,0,1170,5750
2394600157,1530,1840,1240,290,1800,3431
2397100975,2980,7200,2980,0,1720,3600
2407000405,1080,7486,990,90,1170,7800
2407900200,2950,4836,2950,0,2120,4750
2407900550,2230,5000,1650,580,2090,4637
2408800130,2950,49658,2950,0,1720,54672
2412600030,2180,7956,2180,0,2214,7684
2413910050,3280,35160,2080,1200,2510,31331
2420069003,1620,79993,1620,0,1620,15680
2420069017,900,4368,900,0,1290,5000
2421059017,2830,213879,2830,0,2250,213008
2422049107,2250,13515,2150,100,2150,12508
2423020010,1330,8136,1330,0,1330,8136
2423069170,2430,54059,2430,0,2910,49658
2424059035,3220,54160,2690,530,3460,44374
2424059174,5640,35006,4900,740,4920,35033
2424400130,1410,14110,1170,240,1560,18336
2425069069,2370,217800,2370,0,3100,86248
2426049078,1860,12197,1860,0,1510,11761
2426049180,2074,4900,2074,0,1840,7382
2428100130,2760,6187,2760,0,2760,6600
2436200320,1090,5265,1090,0,2080,4000
2436700315,1010,4000,1010,0,1470,4000
2436700625,1450,1281,1220,230,1440,1281
2451000070,2770,8879,2770,0,2770,8882
2461900375,2770,6000,2400,370,2120,6000
2461900492,1370,1350,1010,360,1450,6000
2461900609,1400,2036,1400,0,1500,2036
2461900945,1950,6250,1450,500,1950,6250
2472930270,3110,9015,3110,0,2650,8960
2472950160,1410,7466,1410,0,1410,7610
2472950170,2860,8458,2860,0,1760,8458
2473250850,1780,7350,900,880,1480,7350
2473251180,1180,13650,1180,0,1460,11730
2473370050,1650,7800,1650,0,1750,10400
2473380920,1720,10202,1720,0,1720,8478
2473390440,1900,8125,1540,360,1480,8284
2473400290,1870,8190,1100,770,1590,9150
2473411130,2100,7208,2100,0,2060,7480
2473440070,1500,7410,1500,0,1750,7990
2473450870,2480,8755,2480,0,2280,9940
2473480310,2140,7350,2140,0,2120,8395
2473500110,1770,16909,1770,0,1960,9100
2473510260,3390,9760,1750,1640,2360,9600
2473530150,2430,6796,2430,0,2450,8400
2474300050,2720,11454,1830,890,2920,11310
2474400300,1920,7277,1920,0,2300,7645
2475900850,770,7000,770,0,1100,8777
2481630290,4230,31747,4230,0,4080,35576
2483200010,2070,6000,1340,730,2200,6000
2483700095,1810,6000,1350,460,2020,6000
2484700145,2250,8458,1450,800,1950,7198
2484700155,2060,6000,1370,690,2060,6600
2485000100,1940,7313,1440,500,2160,7200
2487200938,3230,5000,2350,880,1520,5000
2490200220,1660,5100,1210,450,1440,5100
2490200620,1660,5100,1260,400,1230,5100
2491200955,3020,6000,1860,1160,1380,6000
2493200235,850,6213,750,100,1880,5500
2493200455,770,4800,770,0,1390,4800
2516000475,1030,5000,1030,0,1550,5000
2516000486,800,2280,800,0,1310,4200
2517000600,2780,3969,2780,0,2260,4160
2517101200,2090,5195,2090,0,2090,5236
2523039054,4530,22873,3220,1310,3100,18210
2523069192,4740,126759,4740,0,3060,118047
2524049250,3270,16553,2470,800,3690,17916
2525000510,1470,7650,1130,340,1590,7500
2525049086,3990,18115,3990,0,3450,16087
2525049263,4290,20445,4290,0,3620,22325
2525300480,960,12745,960,0,1160,10488
2525300540,1090,9605,1090,0,1160,10487
2525310220,2170,9900,1690,480,1420,10614
2538410140,2600,3839,2600,0,2180,4800
2545900050,1360,9948,1360,0,1670,8475
2546500020,1380,8682,1380,0,1410,10594
2553300270,2980,12764,2980,0,3080,9810
2556500040,1230,7492,1230,0,1710,7238
2558160220,2030,11375,1330,700,1500,9160
2558630350,2060,6958,1220,840,1760,7350
2558650200,2280,8500,1680,600,1890,7700
2558700220,2100,7350,1240,860,2490,7350
2560801222,1990,6350,1990,0,1220,6250
2560803085,1510,10588,1510,0,1360,2873
2560805440,1250,5375,1250,0,1320,6258
2561340020,1780,11096,1210,570,1780,10640
2561360210,2090,12112,2090,0,1760,12112
2568800121,1540,8311,1540,0,1890,7996
2569600150,1250,7592,1250,0,1250,7592
2570300130,2150,10098,1090,1060,1880,10000
2574900080,3370,17458,2000,1370,4240,15202
2579500101,4010,10880,3150,860,3530,17310
2579500110,3530,17450,1840,1690,3530,17310
2581300010,3300,15907,3300,0,2740,11358
2591720070,2710,35868,2710,0,2780,36224
2591730230,2040,5770,2040,0,1570,6753
2591780180,3260,9253,3260,0,2770,8067
2591820080,2130,10375,2130,0,2220,8508
2595300155,2190,8296,2190,0,1160,8160
2597000130,1930,10929,1260,670,2030,8750
2597000130,1930,10929,1260,670,2030,8750
2597150270,1790,10584,1290,500,1730,9120
2597300020,3780,20000,1890,1890,2840,19908
2597450120,3280,12673,2050,1230,3060,12847
2597460090,3070,9645,2110,960,3130,9450
2597520090,2810,10613,2810,0,2800,9933
2597550090,3470,28212,2790,680,2020,28177
2597650240,2030,16200,2030,0,2660,17958
2597670470,2080,7000,1400,680,2090,7082
2597710450,2290,7350,2290,0,2170,7529
2599000130,1590,11200,1590,0,1560,9750
2600000050,2430,8327,1430,1000,2550,10427
2600010070,3370,11757,3370,0,2690,10500
2600110250,2170,9796,1650,520,2350,9796
2600140120,3140,9058,2140,1000,2760,10018
2607730110,1920,9625,1920,0,1920,10343
2607760890,3030,9687,2020,1010,2050,10193
2617900035,3720,11690,3720,0,3030,11686
2619920010,3150,4203,3150,0,3150,5169
2619950060,3210,7200,2410,800,2750,7200
2619950400,2200,6018,2200,0,2480,5899
2620069113,1600,39848,1600,0,1600,39848
2621400080,2120,6754,2120,0,2120,6937
2621700010,2250,41688,2250,0,2350,37920
2621750350,2000,8057,1360,640,2530,8964
2622029072,2734,210201,2734,0,2270,187308
2622049052,2740,83199,2740,0,2500,29269
2623029078,2120,137565,2120,0,2120,157123
2623039019,2015,16807,2015,0,1780,12310
2624049073,780,4200,780,0,1620,6000
2625059301,2590,3889,2590,0,2590,4062
2629600016,2160,7439,1300,860,1680,7439
2636900126,1570,9600,800,770,1340,9110
2641800015,960,8291,960,0,1110,8231
2652500740,2190,4080,1800,390,2100,4080
2652500795,2730,4800,2230,500,2190,4200
2660500095,1710,6050,1410,300,1560,4950
2663000050,1570,4000,1570,0,1610,4000
2663000345,2390,4200,2150,240,2800,5250
2675600028,2660,7800,1330,1330,1950,6240
2705600067,1330,2183,1330,0,1310,5000
2705600068,1330,2180,1330,0,1330,5000
2708100130,1070,3000,870,200,1890,3300
2710600080,1720,6099,860,860,1100,5671
2719100042,1890,1599,1430,460,1780,1562
2721600125,2560,5618,2220,340,2740,4000
2723069129,2620,108464,2620,0,3190,105850
2724069117,1870,6969,1870,0,1500,6969
2724089019,820,59677,820,0,1590,14163
2724200705,800,8550,800,0,1490,8550
2725069157,3670,54450,3670,0,2900,49658
2725069162,2990,9643,2990,0,2990,8666
2726049034,2610,16387,2610,0,2590,12958
2726049164,1480,8381,1480,0,1710,8050
2726059144,4570,10194,4570,0,2040,7560
2731600080,2550,9200,1580,970,2090,9200
2734100835,780,4000,780,0,1150,4000
2738600140,2860,3345,2190,670,2860,3596
2738600220,2050,4876,2050,0,2320,4065
2738640310,3490,3677,2850,640,3440,3600
2739200040,1540,9629,1540,0,2260,9600
2742100016,940,5650,940,0,1180,5276
2742100152,1660,5070,1660,0,2440,6664
2754700035,3420,4216,2520,900,1420,4500
2755200040,1290,6272,890,400,1260,5376
2759800110,1840,8250,1340,500,1970,7920
2767600150,1350,2053,1350,0,1350,4150
2767600920,730,2600,730,0,1480,3900
2767601085,2730,5000,1780,950,2090,5000
2767601375,1500,2500,1500,0,1550,5000
2767602141,1380,4290,1080,300,1510,3900
2767602356,2140,2278,2140,0,1540,2285
2767602645,1360,2746,1360,0,1960,2746
2767603505,1170,1249,1170,0,1350,1310
2767603608,1170,1274,1170,0,1290,1308
2767603753,1370,1878,1370,0,1280,1878
2767603962,1070,1276,1070,0,1290,2057
2767604724,1430,1201,1430,0,1430,1249
2767704302,1280,1256,1200,80,1390,1256
2767800065,1010,5000,1010,0,1410,5000
2768100545,1260,3135,780,480,1540,3025
2768100690,1710,5000,1110,600,920,5000
2768200090,2770,5000,1870,900,1570,2108
2768200209,1500,1174,1140,360,1550,1519
2768200213,1320,1395,990,330,1550,1519
2768301482,1280,1520,1080,200,1280,1681
2769600480,1270,5000,1270,0,2190,5000
2770600853,1910,1501,1530,380,1760,1750
2770601677,1570,1486,1330,240,1610,1486
2770601800,1560,6000,780,780,1560,1734
2770602170,760,6000,760,0,1360,6000
2770602335,1490,1410,1300,190,1490,1715
2770605175,1760,6000,880,880,2040,6000
2770606685,1170,4400,870,300,1240,4400
2770606822,1300,877,1060,240,1320,1414
2771101251,790,3000,790,0,1110,4100
2771101963,1270,1318,1080,190,1360,1488
2771104010,1710,1664,1300,410,1470,5400
2771104965,2050,4000,2050,0,1940,4000
2771600350,2130,6500,1170,960,2020,5000
2771602427,980,1179,980,0,1190,1600
2771602450,1010,2102,1010,0,1480,2632
2771604190,3670,4000,2800,870,2010,4000
2771604640,2470,6000,1480,990,2140,4000
2781200010,3010,9155,3010,0,3010,5762
2781200090,2560,4020,2560,0,3010,4916
2781250110,2640,7388,2640,0,2640,6383
2781260370,2820,5510,2820,0,2820,5510
2782100260,2390,5800,2390,0,2590,6507
2783100160,1890,8000,1250,640,1870,8270
2787250080,2750,15099,2750,0,2500,14564
2787250240,3100,14568,3100,0,2860,14396
2787311110,1710,7210,1240,470,1840,7245
2787311190,1780,7192,1250,530,1870,8500
2787320430,1820,8118,1080,740,1810,8050
2787460120,1440,7673,940,500,1440,8418
2787720140,1790,11542,1190,600,1790,9131
2788500090,1820,8142,1040,780,1820,8142
2790400380,2020,11935,2020,0,2410,12350
2791500280,1650,6675,1290,360,1880,6675
2807100156,1190,6200,1190,0,1470,7800
2810600210,1510,3760,930,580,1510,3760
2815600305,2560,6800,1380,1180,1780,6800
2817100430,2080,12972,1250,830,1530,10089
2818100060,2850,7861,1450,1400,2810,8087
2821049082,1040,11500,1040,0,1300,11954
2822049148,1110,9827,1110,0,1540,10187
2822059091,2060,7713,2060,0,1780,7713
2822069080,2560,43560,2560,0,2130,10150
2825079001,1930,501376,1930,0,1710,87120
2826079145,2560,46786,2560,0,2430,46929
2827100075,1220,1036,1220,0,1210,659
2838000130,2230,4850,2230,0,2230,4513
2841500010,2860,5724,1730,1130,2340,7200
2856100935,3740,5610,2860,880,1520,4590
2856101290,1340,1263,1340,0,1510,1260
2862100205,1220,4200,1090,130,1790,4200
2868300061,1390,10660,1030,360,1800,11960
2872100345,3760,5000,2860,900,1340,5000
2872900010,1090,9862,1090,0,1710,9862
2872900390,1810,8158,1450,360,1740,9532
2877103070,2040,5000,1180,860,1540,5000
2878600655,1620,2640,1620,0,1470,4080
2881700046,1740,11075,1740,0,1580,7684
2883200524,1570,1433,1570,0,1570,2652
2883200775,1510,4178,1510,0,2140,4916
2883201055,1670,4600,1670,0,1820,4600
2887700995,2280,2850,1540,740,1680,3800
2887702070,1420,4305,920,500,1420,4305
2887950020,1940,5458,1940,0,1710,5688
2891000750,1200,6074,1200,0,1430,6338
2892600056,1130,12500,1130,0,1270,10798
2892700041,1370,7439,1370,0,2350,3370
2895600420,1130,5236,1130,0,1010,5320
2895730070,3730,8014,3730,0,3670,8279
2895800710,1410,1899,1410,0,1410,1811
2895800770,1290,1624,1290,0,1410,1963
2895800780,1410,2052,1410,0,1410,1988
2896310420,3120,34040,3120,0,2420,25201
2896400300,1780,2684,1780,0,1670,2426
2902200015,3680,4400,2830,850,1960,2450
2911700020,4470,22518,3240,1230,2930,21837
2915200210,680,5250,680,0,1620,5461
2916200138,1260,7560,1260,0,1260,7595
2916620240,1770,9011,1050,720,1410,8530
2917200615,1200,6278,1080,120,1200,6211
2919201095,1270,3840,1270,0,1270,4175
2921049121,2060,38377,1560,500,2080,60513
2922069134,2170,153767,2170,0,2840,49500
2922701175,1940,5700,970,970,1250,5700
2922703235,550,5700,550,0,1100,4560
2923049393,2400,7738,2400,0,2170,8452
2923059064,1140,15120,990,150,2320,11250
2923501130,2580,7344,2580,0,2390,7507
2924079034,2580,47480,1360,1220,1760,48181
2924079044,3830,219106,3830,0,2440,219106
2925059260,3000,10560,1500,1500,2690,11616
2925059294,1880,8494,1200,680,1290,9128
2926049382,2800,10501,1400,1400,2260,6534
2929600035,2710,19000,2710,0,2150,19000
2937300540,3830,7150,3830,0,3640,6055
2938200170,1600,10160,1600,0,1540,9352
2944010240,4040,19700,4040,0,3930,21887
2944500340,2200,8580,1860,340,2290,7816
2946000912,1270,7128,1270,0,1270,7986
2946001950,1260,6000,1260,0,1520,6600
2953000090,1360,9980,1360,0,1360,9750
2960900045,2330,6000,1630,700,1600,4000
2968800645,960,7200,960,0,1060,7620
2968800825,1450,7620,1050,400,1380,7620
2968801075,1220,7620,720,500,1640,7620
2968801240,1350,7620,1350,0,1350,7620
2968801605,1440,6720,720,720,1820,6784
2970800130,810,5240,810,0,1700,5245
2972300140,1920,33630,1920,0,2080,7505
2979800845,1010,4320,1010,0,1680,4320
2979801095,1710,4600,1710,0,1740,4455
2991000220,2310,6320,2310,0,1850,6181
2997800015,1330,1265,1140,190,1330,1264
2998300075,2960,5040,2210,750,2270,5500
3013300510,820,4234,820,0,1550,4236
3021049140,2890,17349,2890,0,2330,22356
3021059244,1320,10454,1320,0,1680,10183
3022059066,2960,223462,2960,0,2770,16482
3022079094,3320,244807,3320,0,2530,217800
3024089049,1610,158558,1610,0,1800,3572
3025059093,5090,23669,5090,0,3830,22605
3026059362,1861,1587,1578,283,2090,10454
3031200165,1160,8906,1160,0,1160,8906
3031200230,2480,8906,1240,1240,1800,8906
3034200247,1950,7260,1520,430,1950,7548
3037200045,990,5416,990,0,1650,3360
3052700695,1650,5000,1650,0,1690,2276
3052701135,2430,5000,1760,670,1320,4062
3076500830,710,6000,710,0,1440,4800
3080000040,2050,4000,1210,840,1310,4000
3083000365,1170,4000,1170,0,1720,4000
3101500010,950,4000,950,0,1480,4000
3101500090,2320,4000,1310,1010,1750,4000
3102700160,1820,7700,1100,720,1700,8500
3121500330,2790,21043,2790,0,2900,34589
3122069029,990,39964,990,0,1560,8990
3123039042,1400,14850,1400,0,1350,14850
3123039089,940,15450,940,0,1370,34820
3123039171,1830,208216,1830,0,1530,16988
3124049196,2500,9448,1250,1250,1640,9490
3126049415,1350,2325,1350,0,1520,1652
3126049500,1360,885,1360,0,1360,1167
3126049517,1540,1614,1470,70,1540,1418
3131200640,1830,4590,1830,0,1650,4590
3131201310,1280,3876,1280,0,1420,3825
3131201320,1930,3876,1450,480,1280,3825
3131201563,1060,3036,1060,0,1730,5535
3141600210,1340,4320,920,420,980,6480
3142600130,1880,3800,1030,850,1700,3800
3157600340,1160,3700,1160,0,1340,3750
3158500250,1840,5011,1840,0,2000,4793
3179100435,1420,5332,1070,350,2400,5406
3179101945,2260,6600,1220,1040,2240,6600
3182100105,1170,6750,800,370,1330,6750
3188100105,2110,6820,1530,580,1420,6431
3191000030,1820,7326,1820,0,2430,7696
3192000085,1010,10215,1010,0,1320,10245
3204300090,1210,3720,1210,0,1560,6000
3204300860,2210,4440,1440,770,1560,4920
3204400030,1680,3179,1680,0,1678,3590
3204500340,1180,32214,1180,0,2300,13714
3204800040,1660,12865,1660,0,1610,12400
3204800330,1250,7700,1250,0,1430,7700
3204930170,2510,3763,1990,520,2560,3820
3205000310,1340,9339,1340,0,1310,9350
3205100110,1270,12420,1270,0,1560,9910
3205200430,1100,10005,1100,0,1340,9709
3205400140,1300,7030,1300,0,1450,7650
3210200395,1280,12928,1280,0,1610,19467
3210700170,1610,8976,1610,0,1930,8976
3210700380,2100,11894,1720,380,2390,9450
3211000170,1580,7800,1580,0,1320,7800
3211100240,1700,7800,1120,580,1560,7800
3211230080,2200,34680,2200,0,2560,35840
3211290370,1640,29970,1640,0,1580,28399
