id,num_bedrooms,num_bathrooms,total_floors,has_view_to_waterfront,has_been_viewed,overall_condition,grade,year_built,year_last_renovated
1545802850,4,2.5,2,0,0,5,7,1989,0
1545804860,3,3,1,0,0,3,7,1997,0
1545805460,3,2,1,0,0,3,7,1997,0
1545805980,3,2.5,1,0,0,3,7,1980,2004
1545807920,3,1.75,1,0,0,4,7,1985,0
1545808120,3,2,1,0,0,3,7,1996,0
1549500585,3,2,1,0,0,3,7,1991,0
1552800010,5,2.75,1,0,0,3,7,1968,0
1555300490,3,1,1,0,0,4,7,1967,0
1560870470,4,2.5,2,0,0,3,8,1998,0
1560920200,3,2.5,1,0,0,3,9,1986,0
1561600056,4,3.5,2,0,0,3,10,2007,0
1561900330,4,3,1,0,0,3,9,1989,0
1562200040,5,2.25,1,0,0,4,8,1966,0
1563100557,3,1.5,2,0,0,3,8,2002,0
1563102435,3,1.75,1,0,4,5,8,1960,0
1563102880,4,2,1.5,0,1,4,8,1928,0
1564000410,4,2.5,2,0,0,3,10,2001,0
1565900390,4,2.25,2,0,0,3,7,1992,0
1566100625,3,2.25,2,0,0,3,8,1978,0
1568100087,3,2,2,0,0,3,7,2003,0
1568100295,6,4.5,2,0,0,3,7,1980,0
1568100730,2,2,1,0,2,4,6,1921,0
1588600045,2,1.75,1,0,0,3,6,1929,0
1591600044,4,3.25,2,0,0,3,7,1992,0
1592000680,3,2.5,2,0,0,3,9,1987,0
1592080060,3,2.5,2,0,0,3,7,1995,0
1593000690,3,1,2,0,0,3,5,1986,0
1596600060,1,1,1,0,0,3,6,1919,0
1604600227,2,1,1,0,0,3,6,1915,0
1608000120,3,2.5,2,0,0,3,8,2006,0
1622059095,3,1.75,1,0,0,5,7,1972,0
1623049041,2,1,1,0,0,2,5,1951,0
1623300160,2,2,1.5,0,0,3,7,1912,2005
1623800300,2,1,1,0,0,3,7,1926,0
1624049291,3,3.5,2,0,2,3,8,2014,0
1624079057,4,1,1.5,0,0,3,7,1943,0
1626069198,3,1.75,1,0,0,3,8,1981,0
1626069220,3,2.5,2,0,0,5,8,1983,0
1630700361,4,1.75,1,0,0,3,8,1978,0
1635500250,4,2.5,2,0,0,3,9,2005,0
1644500050,6,3.5,2,0,0,3,9,2001,0
1646501845,3,2,2,0,0,5,7,1911,0
1646502165,2,1.75,1,0,0,4,6,1924,0
1651500040,4,4,2,0,0,3,10,2007,0
1653500070,4,2.75,2,0,0,3,8,1953,0
1657000070,3,2,1,0,0,4,6,1942,0
1657300070,4,2.25,2,0,0,4,9,1988,0
1657530350,3,2.5,2,0,0,3,7,2005,0
1668500100,3,2.5,2,0,0,4,9,1987,0
1670400068,2,1.5,2,0,0,3,7,1921,0
1685200110,3,1.75,1,0,0,4,7,1978,0
1687000240,3,2.5,2,0,0,3,8,2007,0
1687910100,4,2.25,1,0,0,3,8,1983,0
1687910200,4,2.25,1,0,0,3,8,1984,0
1692900110,5,3.25,1,0,2,4,9,1968,0
1703401110,2,1,1,0,0,3,6,1904,0
1705400550,3,1,1.5,0,0,3,7,1918,0
1708400555,2,1.75,1,0,0,3,7,1941,0
1710400005,3,2,3,0,0,3,8,1999,0
1721059286,4,2.5,2,0,0,3,9,2004,0
1721800470,5,2,1.5,0,0,3,6,1941,1969
1724069043,3,2.5,2,0,4,4,8,1989,0
1724069062,2,3.25,3,1,3,3,9,1990,0
1724079013,3,2.25,2,0,0,3,9,1990,0
1724079048,3,2.5,1,0,0,3,7,1989,0
1724500030,4,2.5,1,0,0,3,8,1980,0
1725059316,4,4,2,0,2,3,13,2000,0
1725079025,3,2,1,0,0,3,7,1993,0
1726069084,4,1.75,2,0,0,4,7,1961,0
1726069198,3,2.5,2,0,0,4,9,1984,0
1726069202,3,1.75,1,0,0,3,7,1983,0
1727001300,4,3.25,2,0,0,3,11,1978,0
1732800310,4,3.75,2,0,3,3,10,2012,0
1732801300,2,2.5,2,0,0,3,9,2006,0
1735800050,1,1,1,0,0,4,5,1917,0
1737320060,3,1.75,1,0,0,3,8,1976,0
1741700040,3,1,1,0,0,3,7,1951,0
1745000090,3,1.5,1,0,0,4,7,1967,0
1760650290,3,2.5,2,0,0,3,7,2013,0
1760651000,3,2.25,2,0,0,3,7,2012,0
1761300340,3,2,1,0,0,5,7,1975,0
1762600090,4,2.5,2,0,0,3,10,1984,0
1769600066,3,3.5,2,0,2,3,8,1971,2011
1769600147,3,3.25,2,0,0,3,8,2000,0
1770000130,3,1.75,1,0,0,3,7,1978,0
1771000540,3,1,1,0,0,4,7,1968,0
1771000760,3,1,1,0,0,4,7,1968,0
1771100130,3,1.5,1,0,0,4,7,1969,0
1771100240,3,1.75,1,0,0,4,7,1969,0
1772600510,3,2.5,2,0,0,3,10,2014,0
1772600665,3,2,1,0,0,5,8,1925,0
1773100765,1,1,1,0,0,3,6,1920,0
1773100922,3,3.25,2,0,0,3,8,2013,0
1773101530,1,1,1,0,0,3,5,1930,0
1774000330,3,1.75,1,0,0,4,8,1967,0
1774200190,3,2.75,1,0,0,4,8,1975,0
1774200230,6,3,2,0,0,3,8,1976,0
1775500371,4,2.5,1.5,0,0,3,10,1995,0
1775800420,4,2.25,1,0,0,4,8,1976,0
1775801260,4,2.5,1,0,0,4,7,1977,0
1776230180,4,2.5,2,0,0,3,8,2010,0
1781500435,3,1.75,1,0,0,5,7,1911,0
1781500435,3,1.75,1,0,0,5,7,1911,0
1782000130,3,1,1,0,0,4,7,1942,0
1782500065,4,1.75,1,0,0,4,7,1942,0
1785400300,3,2,1,0,0,3,8,1981,0
1787250210,4,2.75,2,0,0,3,8,2001,0
1787600165,3,1.75,1,0,0,3,8,1955,0
1787600190,2,1,1,0,0,3,7,1951,0
1787600224,3,2.5,1,0,0,3,7,1967,0
1788700160,3,1,1,0,0,4,6,1959,1977
1789900065,3,1.75,1,0,0,3,8,1959,0
1794500383,3,1.75,2,0,0,3,1915,8,0
1795900210,4,2.5,1,0,0,3,8,1985,0
1796350300,2,1,1,0,0,4,6,1983,0
1796350690,3,2,1,0,0,3,7,1987,0
1796360990,3,1.75,1,0,0,3,7,1981,0
1796361140,3,1.75,1,0,0,3,7,1985,0
1796370180,3,2.25,2,0,0,4,7,1990,0
1796380960,3,2,1,0,0,3,7,1990,0
1818800289,3,2.75,1,0,0,3,9,1997,0
1819800042,2,1,1,0,0,4,7,1909,0
1822069109,3,2.5,1,0,0,4,8,1976,0
1823039205,3,2.5,2,0,0,3,8,1998,0
1823049202,6,1.5,1,0,0,3,7,1971,0
1823049242,3,2.25,1,0,0,3,7,1967,0
1823059106,3,1.75,1,0,0,3,7,1963,0
1823059205,3,1.5,1.5,0,0,3,6,1903,0
1823059241,4,3.5,2,0,3,3,9,2007,0
1824079107,4,2.25,2,0,0,4,9,1998,0
1825069072,3,2.5,2,0,0,3,11,1999,0
1825079070,3,1.75,1,0,0,3,7,1981,0
1826049408,3,1.5,1,0,0,4,7,1965,0
1826049426,4,2.75,1,0,0,3,8,1968,0
1828300100,4,2.5,2,0,0,3,9,2003,0
1829300260,4,2.5,2,0,0,3,10,1987,0
1829300270,4,2.5,2,0,0,3,10,1987,0
1829300520,4,2.5,2,0,0,3,10,1987,0
1829700080,3,1,2,0,0,3,7,1950,0
1839500055,4,2.5,2,0,0,3,9,2006,0
1839920180,3,2.25,1,0,0,3,7,1969,0
1841500050,4,1.75,1,0,0,3,8,1961,0
1842300050,5,2,1,0,0,5,7,1965,0
1842900030,3,1.5,1,0,0,4,7,1968,0
1843100610,5,2.25,2,0,0,4,8,1990,0
1843130210,3,2.5,2,0,0,3,7,2005,0
1853080180,5,3.25,2,0,0,3,9,2012,0
1853500290,4,2.5,2,0,0,3,8,1992,0
1854750030,3,3.5,2,0,0,3,10,1999,0
1860600535,4,3,2,0,3,4,8,1908,1996
1861400116,3,3.25,2,0,0,3,8,1988,0
1862400471,3,3.25,3,0,0,3,8,1998,0
1862400522,3,2.5,3,0,0,3,8,1998,0
1864940180,4,2.5,2,0,0,3,8,2009,0
1868900775,3,2,1,0,0,4,7,1942,0
1868901275,2,1,1.5,0,0,2,7,1925,0
1870400615,5,1.75,1,0,0,4,7,1920,0
1871400585,2,1,1,0,0,5,6,1915,1974
1877500005,3,1.75,1,0,0,3,8,1948,0
1890000170,3,2.5,3,0,0,3,8,2009,0
1898700310,4,1.5,1,0,0,3,7,1971,0
1898900280,4,3,1,0,0,3,8,1999,0
1900000060,3,1.5,1.5,0,0,2,6,1925,0
1900000195,2,1,1,0,0,2,6,1942,0
1901600090,5,1.75,1.5,0,0,4,7,1953,0
1912100875,2,2.25,2,0,0,3,7,2000,0
1917300260,4,2,1.5,0,0,5,6,1920,0
1921069101,3,1.75,1,0,0,3,7,2008,0
1922059027,4,1,1.5,0,0,4,6,1932,0
1922059396,3,2.5,1,0,0,3,7,1978,0
1922069089,3,1,1,0,0,3,7,1961,0
1923000030,4,2.5,2,0,1,4,10,1983,0
1923039089,2,2,1,0,0,3,6,1946,0
1924059254,5,3.75,1,0,1,4,10,1968,0
1924059278,3,1.75,1,0,1,3,8,1949,1970
1924069071,5,1.75,1,0,2,4,7,1962,0
1924069115,3,2.25,2,0,0,3,11,1997,0
1924079091,4,2,1,0,3,2,8,1971,0
1925069183,3,2.5,1,0,0,4,7,1976,0
1926049210,2,1,1,0,0,4,7,1944,0
1926049326,2,1,1.5,0,0,3,6,1921,0
1926049355,5,2,1,0,0,3,8,1965,0
1926049398,3,2.25,1,0,0,3,7,1985,0
1926059099,5,3.25,2,0,0,3,8,2004,0
1926069063,3,1.75,1,0,0,4,7,1974,0
1926069143,4,3.25,1,0,0,4,8,1980,0
1930301325,3,2.75,2,0,2,5,8,1904,0
1931300035,3,2,1,0,0,5,7,1904,0
1931300090,3,3,3,0,0,3,8,2014,0
1934800162,2,1.5,2,0,0,3,7,2005,0
1937300280,2,1,1.5,0,0,3,7,1909,0
1938400300,4,2.25,1,0,0,3,8,1978,0
1939050110,3,2.25,1,0,0,3,8,1988,0
1939100610,4,2.5,2,0,0,3,9,1990,0
1939130120,4,2.5,2,0,0,3,9,1990,0
1951500030,3,1,1.5,0,0,3,7,1959,0
1951600250,3,1,1,0,0,3,7,1959,0
1951800580,4,2.5,1,0,0,5,8,1973,0
1952000150,5,2.5,1,0,0,4,7,1964,0
1952200240,3,2.5,1.5,0,0,5,9,1910,0
1954420170,3,2.5,2,0,0,3,8,1988,0
1954430180,3,2.5,2,0,0,3,8,1988,0
1954430190,4,2.75,1,0,0,3,8,1988,0
1954700615,4,1.5,2,0,0,3,9,1903,0
1959700550,4,2,1.5,0,0,4,9,1922,0
1959701800,3,3.5,2,0,4,5,10,1909,0
1959703070,5,3,1.5,0,0,3,7,1927,0
1972200553,3,2.25,3,0,0,3,8,2014,0
1972200554,3,2.25,3,0,0,3,8,2014,0
1972200751,2,2.25,3,0,0,3,8,2004,0
1972201856,2,2,1.5,0,0,4,7,1900,0
1972202187,3,2.5,3,0,0,3,8,2007,0
1982200245,3,2.5,1.5,0,0,4,8,1915,0
1995200245,4,2.5,2,0,0,3,7,1990,0
1999700045,3,1.5,1.5,0,0,3,7,1955,0
2004100075,2,1,1,0,0,3,7,1954,0
2009001600,3,1,1,0,0,4,7,1950,0
2011400405,5,1.75,1,0,0,4,7,1947,0
2011400782,1,1,1,0,2,3,6,1948,0
2013800095,3,2.25,2,0,0,3,7,1988,0
2013802030,3,2,1,1,4,3,7,1955,0
2022059308,3,2,1,0,0,3,7,1994,0
2023049218,2,1,1,0,0,1,5,1932,0
2023049245,4,1.5,1,0,0,3,7,1953,0
2024059127,4,2.75,2,0,0,3,9,2014,0
2024069128,3,2.5,1,0,0,3,10,2005,0
2024079035,3,2.75,2,0,0,4,9,1990,0
2025049006,7,2.75,1.5,0,0,4,8,1906,0
2025049064,3,1,1.5,0,0,3,8,1912,0
2025049114,2,1,2,0,0,4,7,1943,0
2025059026,4,3.5,1,0,0,3,12,1990,0
2025700080,3,2.5,2,0,0,4,7,1991,0
2025700730,3,3,1,0,0,4,7,1992,0
2025700740,3,2.25,2,0,0,4,7,1992,0
2025700860,3,2.25,2,0,0,4,7,1992,0
2025701060,3,2.25,2,0,0,3,7,1993,0
2025701080,3,2.25,2,0,0,4,7,1993,0
2025701360,3,2.5,2,0,0,4,7,1991,0
2025760160,4,4.25,2,0,0,3,12,2005,0
2026049097,2,2,1,0,0,3,8,1957,0
2026049184,4,2.5,2,0,0,3,8,2014,0
2028701165,2,1,1,0,0,5,7,1927,0
2051200436,3,2.5,1.5,0,2,3,9,2009,0
2056100275,2,1.5,1,0,0,4,8,1954,0
2061100390,2,2,1.5,0,0,3,7,1983,0
2064800120,4,2.75,1,0,0,5,8,1976,0
2064800830,3,2.25,1,0,0,4,8,1977,0
2068500210,3,1,1,0,0,3,7,1963,0
2071700010,3,2.25,1,0,0,3,7,1963,0
2085200545,3,1,1,0,0,4,5,1945,0
2085700050,4,2.5,2,0,0,3,10,2001,0
2105200050,3,2.75,1,0,0,5,7,1954,0
2112700185,3,2.5,1,0,2,3,8,1967,0
2112700920,3,1.75,1,0,0,3,7,1968,0
2113700235,4,2,1,0,0,5,7,1943,0
2113700510,3,1.75,1,0,0,3,6,1943,2013
2113700620,3,1.5,1.5,0,0,5,7,1941,1984
2113700780,3,1,1,0,0,3,7,1958,0
2113701080,2,1,1.5,0,0,5,6,1920,0
2114700368,2,2.5,2,0,0,3,8,2008,0
2114700500,1,1,1,0,0,3,4,1947,0
2114700540,3,2.5,1,0,0,3,6,1918,0
2114700615,2,1,1,0,0,3,6,1930,0
2115510340,3,2.5,1,0,0,3,8,1983,0
2117700085,3,1.75,1,0,0,3,6,1920,1985
2122039137,3,2.5,1,0,0,4,7,1985,0
2122059077,2,1,1,0,0,4,7,1940,0
2123049114,2,1,1,0,0,3,6,1941,0
2123049194,3,1.5,1.5,0,0,3,6,1958,0
2124069103,3,1.75,1,0,0,3,7,1971,0
2125049120,3,2,1.5,0,0,4,8,1939,0
2125049133,5,1.75,1,0,0,3,7,1951,0
2125059163,4,5,2,0,0,4,11,1978,0
2126059294,4,4.5,2,0,0,3,10,2014,0
2126079014,4,2.25,1,0,0,3,8,1990,0
2128000050,4,2.25,1,0,0,5,8,1977,0
2130400150,3,1.75,1,0,0,4,7,1987,0
2130410050,3,2.25,1,0,0,4,7,1987,0
2130701535,2,1.75,1,0,0,3,6,1957,1989
2130702205,3,1.75,1,0,0,3,7,1913,1995
2130702270,3,1,1,0,0,3,6,1983,0
2131200766,3,1.5,1,0,0,3,7,1976,0
2131701240,2,1,1.5,0,0,4,7,1913,0
2141300620,3,2.75,1,0,0,5,8,1975,0
2143700676,3,1,1,0,0,3,7,1948,0
2144800146,3,2,1,0,0,5,7,1981,0
2154900330,4,2.5,1,0,0,3,7,1987,0
2155000160,4,1.75,1,0,0,3,7,1967,0
2155500030,4,1.75,1,0,0,4,8,1969,0
2156500220,4,2.75,1,0,0,3,8,1977,0
2158900290,4,1.5,2,0,0,3,8,1929,0
2171400126,3,1,1,0,0,3,7,1967,0
2171400197,5,3,1,0,0,3,8,2004,0
2193300620,3,2.25,1,0,0,3,8,1980,0
2193310320,4,2.5,1,0,0,4,8,1984,0
2200500350,2,1,1,0,0,4,7,1954,0
2201500030,4,1,1.5,0,0,4,7,1954,0
2201500240,3,1.75,1,0,0,3,7,1954,2014
2205500080,4,2,1,0,0,4,7,1955,0
2205700350,4,1.75,1,0,0,3,7,1955,0
2206500300,5,1.75,1,0,0,4,7,1955,0
2206500395,3,1.5,1,0,0,4,7,1956,0
2206900065,3,1.5,1,0,0,1,7,1955,0
2207100740,3,1,1,0,0,4,7,1955,0
2207200520,3,1,1,0,0,3,7,1956,0
2207200635,3,1.5,1,0,0,5,7,1956,0
2212200100,4,2.5,1,0,0,5,7,1976,0
2212600100,4,2.75,1,0,0,4,9,1965,0
2212700180,3,1.75,1,0,0,4,8,1967,0
2212900470,3,1,1,0,0,4,7,1969,0
2212901010,3,1.75,1,0,0,4,7,1969,0
2215450100,4,2.5,2,0,0,3,8,1994,0
2215500080,5,2,1,0,0,5,7,1945,0
2215800050,4,2.5,2,0,0,3,9,1994,0
2215900900,3,2.5,2,0,0,4,7,1992,0
2215901230,3,2,1,0,0,4,7,1992,0
2223059053,2,1,1,0,0,4,5,1942,0
2224079050,4,3.5,2,0,2,3,9,2006,0
2225059336,6,3.75,2,0,0,3,9,1984,0
2225300585,3,2.75,1,0,0,4,7,1979,0
2228900270,2,1,1,0,0,4,6,1944,0
2231800020,4,2.75,1,0,0,5,7,1961,0
2250000010,4,2.25,1,0,0,3,7,1961,0
2253200010,5,2,1,0,0,5,7,1959,0
2254501095,2,2.25,2,0,0,3,10,2014,0
2254501342,2,1.5,2,0,0,3,7,2001,0
2254501440,4,3,1.5,0,0,3,8,1901,0
2258500045,2,1,1,0,0,3,6,1902,0
2260300060,5,3,1,0,0,4,10,1975,0
2270000070,4,2.5,2,0,0,3,7,2003,0
2273600460,3,1.75,1,0,0,4,7,1983,0
2287000030,3,1.75,1,0,0,4,8,1960,0
2287400030,4,2.25,2,0,0,4,7,1984,0
2291400342,3,2.25,3,0,0,3,7,2007,0
2291400566,4,1,1.5,0,0,3,6,1947,0
2296500131,5,4,2,0,2,4,9,1979,0
2296700260,3,2.5,1,0,0,3,7,1969,0
2296700330,4,3,1,0,0,3,7,1969,0
2303900090,4,2.5,2,0,4,4,12,1994,0
2309710130,4,2,1,0,3,3,7,2009,0
2310000380,3,1.75,1,0,0,4,7,1989,0
2310100240,3,2.5,2,0,0,3,8,2002,0
2312400230,3,2.25,2,0,0,3,7,1992,0
2313900165,3,2,1.5,0,0,4,7,1928,0
2313900610,3,2.25,2,0,0,3,7,1987,0
2320069089,3,1.5,1.5,0,0,4,5,1930,0
2320069260,3,2,1.5,0,2,5,8,1986,0
2322069114,3,1,1,0,0,4,7,1960,1981
2322069116,4,2.5,2,0,0,3,8,1980,1991
2323059074,3,1,1,0,0,4,6,1970,0
2323089009,4,3.5,2,0,0,3,10,2006,0
2324039077,2,1,1,0,2,3,7,1941,0
2324800350,4,2,2,0,0,3,9,2000,0
2325300060,3,2.5,3,0,0,3,7,2007,0
2325400330,4,2.25,2,0,0,3,7,2006,0
2326300090,3,1.75,2,0,0,3,7,1947,2013
2326600150,3,2.5,2,0,0,3,9,2014,0
2329720040,3,2.5,2,0,0,3,8,2003,0
2329800140,4,2.5,2,0,0,4,7,1984,0
2330000035,3,1.75,1,0,0,5,8,1963,0
2331300505,5,3.5,2,0,0,5,7,1926,0
2332700060,4,2.25,1,0,0,3,9,1965,0
2354300835,2,2,1,0,0,3,6,1943,0
2354300910,4,1.75,1,0,0,3,6,1943,0
2366800055,3,2.5,2,0,0,3,7,1989,0
2374200005,4,2,2,0,0,3,6,1913,1945
2380000190,3,1.75,1,0,0,4,7,1977,0
2386000020,4,2.25,2,0,0,3,10,1991,0
2391602250,4,1.5,2,0,0,3,7,1947,0
2391602350,1,1,1,0,0,3,7,1942,2011
2394600157,3,2.25,2,0,0,3,8,2008,0
2397100975,6,3,1.5,0,2,3,8,1911,0
2407000405,3,1,1.5,0,0,3,6,1942,0
2407900200,4,2.5,2,0,0,3,7,2006,0
2407900550,4,2.5,1,0,0,3,7,2006,0
2408800130,4,2.75,1,0,0,4,8,1960,1998
2412600030,6,3,2,0,0,3,7,1980,0
2413910050,4,1.75,1,0,0,3,7,1976,0
2420069003,3,2.5,1,0,2,4,6,1960,0
2420069017,1,1,1,0,0,5,6,1915,1950
2421059017,4,3,2,0,0,4,8,1987,0
2422049107,4,1.75,1,0,0,4,8,1940,0
2423020010,3,1.75,1,0,0,4,7,1977,0
2423069170,3,2.5,2,0,0,3,10,1987,0
2424059035,3,2.5,2,0,2,4,9,1981,0
2424059174,4,3.25,2,0,2,3,11,2015,0
2424400130,3,2.25,1,0,2,3,7,1987,0
2425069069,3,2.25,2,0,0,3,7,1979,0
2426049078,4,1.5,1,0,0,3,7,1964,0
2426049180,3,2.5,2,0,0,3,8,1997,0
2428100130,3,2.5,2,0,0,3,10,2014,0
2436200320,2,1,1.5,0,0,4,7,1947,0
2436700315,2,1.75,1.5,0,0,5,7,1919,0
2436700625,2,2.5,2,0,0,3,8,2006,0
2451000070,4,2.5,2,0,0,3,9,2001,0
2461900375,4,2.5,2,0,0,3,8,1993,0
2461900492,3,2.5,2,0,0,3,7,2007,0
2461900609,3,2.5,2,0,0,3,7,2003,0
2461900945,5,1,1.5,0,0,4,7,1917,0
2472930270,3,2.5,2,0,0,3,9,1990,0
2472950160,3,2,1,0,0,3,7,1983,0
2472950170,3,2.25,2,0,0,3,7,1983,0
2473250850,4,2,1,0,0,5,7,1974,0
2473251180,3,1,1,0,0,4,7,1967,0
2473370050,4,1.75,1,0,0,3,8,1968,0
2473380920,5,2.5,1.5,0,0,3,7,1970,0
2473390440,3,2.25,1,0,0,3,7,1969,0
2473400290,4,2.5,1,0,0,3,7,1977,0
2473411130,4,2.5,2,0,0,3,8,1974,0
2473440070,3,2.25,1,0,0,4,7,1973,0
2473450870,3,2.25,2,0,0,3,8,1979,0
2473480310,4,2.5,2,0,0,3,8,1985,0
2473500110,3,1.75,1,0,0,5,8,1977,0
2473510260,5,2.5,1,0,0,5,8,1978,0
2473530150,4,2.5,2,0,0,3,8,1993,0
2474300050,5,3.5,2,0,0,3,9,1988,0
2474400300,4,2.5,2,0,0,4,8,1990,0
2475900850,2,1,1,0,0,3,6,1921,0
2481630290,4,2.75,2,0,0,4,10,1985,0
2483200010,3,1.75,1,0,3,3,8,1955,0
2483700095,4,1.5,1,0,1,3,8,1952,0
2484700145,4,1.75,1,0,0,3,8,1954,0
2484700155,4,2,1,0,1,4,8,1954,0
2485000100,3,1.75,1,0,1,4,8,1960,0
2487200938,5,3.25,2,0,1,3,9,2002,0
2490200220,3,1.5,1,0,0,4,7,1954,0
2490200620,3,1,1,0,0,3,7,1957,0
2491200955,5,2,1.5,0,0,5,7,1925,0
2493200235,2,1,1,0,0,3,6,1916,0
2493200455,2,1,1,0,0,3,7,1943,0
2516000475,2,1,1,0,0,5,6,1917,0
2516000486,2,1,1,0,0,5,6,1946,0
2517000600,4,2.5,2,0,0,3,7,2005,0
2517101200,4,2.5,2,0,0,3,7,2007,0
2523039054,3,2.5,2,0,2,5,8,1912,0
2523069192,4,3.75,2,0,0,4,10,1991,0
2524049250,5,2.25,2,0,2,5,9,1968,0
2525000510,3,1.75,1,0,0,3,7,1983,0
2525049086,4,3.25,2,0,0,4,11,1989,0
2525049263,5,3,2,0,0,4,11,1985,0
2525300480,3,1,1,0,0,4,6,1977,0
2525300540,3,1.5,1,0,0,4,6,1969,0
2525310220,3,2.5,1,0,0,3,7,1980,0
2538410140,5,2.5,2,0,0,3,7,2005,0
2545900050,3,1,1,0,0,3,6,1977,0
2546500020,3,2,1,0,0,4,7,1966,0
2553300270,4,2.5,2,0,0,3,10,1994,0
2556500040,3,1,1,0,0,3,7,1955,0
2558160220,4,2.5,1,0,0,3,7,1969,0
2558630350,4,2.5,1,0,0,3,7,1974,0
2558650200,3,2.25,1,0,0,4,7,1977,0
2558700220,4,2.75,1,0,0,5,7,1978,0
2560801222,3,2.25,2,0,0,3,7,1967,0
2560803085,3,1.5,1.5,0,0,3,7,1947,0
2560805440,3,1.75,1,0,0,3,7,1985,0
2561340020,3,1.75,1,0,0,3,7,1979,0
2561360210,3,2.25,2,0,0,3,8,1983,0
2568800121,4,1.75,1,0,0,4,7,1950,0
2569600150,3,1,1,0,0,5,7,1961,0
2570300130,4,2.5,1,0,0,3,7,1963,0
2574900080,5,3.25,1,0,2,5,10,1982,0
2579500101,4,3.5,2,0,3,4,11,1990,0
2579500110,3,2.25,1,1,3,3,9,1930,1993
2581300010,4,3.25,2,0,0,5,10,1985,0
2591720070,4,2.5,2,0,0,3,9,1989,0
2591730230,4,2.5,2,0,0,3,7,1994,0
2591780180,5,2.75,2,0,0,3,8,2004,0
2591820080,4,2.5,2,0,0,4,8,1986,0
2595300155,4,1.5,2,0,0,3,7,1935,1963
2597000130,3,2,1,0,0,3,8,1964,0
2597000130,3,2,1,0,0,3,8,1964,0
2597150270,4,2.5,1,0,0,4,7,1981,0
2597300020,5,2.5,1,0,1,4,9,1978,0
2597450120,5,2.75,1,0,0,4,9,1981,0
2597460090,3,2.25,2,0,0,3,10,1987,0
2597520090,4,2.5,2,0,0,3,9,1989,0
2597550090,5,2.25,1.5,0,0,4,8,1978,0
2597650240,3,2.25,2,0,0,3,8,1984,0
2597670470,4,2.5,1,0,0,4,8,1989,0
2597710450,3,2.25,2,0,0,3,8,1988,0
2599000130,3,1,1,0,0,4,7,1961,0
2600000050,3,2.25,1,0,0,4,9,1978,0
2600010070,3,2.25,2,0,2,4,9,1980,0
2600110250,4,2.5,1,0,0,4,8,1980,0
2600140120,4,3,1,0,0,3,9,1989,0
2607730110,3,2.5,2,0,0,3,8,1993,0
2607760890,4,2.5,2,0,0,3,8,1998,0
2617900035,6,3.5,2,0,0,3,10,2003,0
2619920010,4,2.5,2,0,0,3,9,2002,0
2619950060,5,4,2,0,0,3,8,2011,0
2619950400,4,2.5,2,0,0,3,8,2010,0
2620069113,3,2.25,1,0,3,4,8,1958,0
2621400080,4,2.5,2,0,0,3,7,1998,0
2621700010,4,2.25,2,0,0,3,8,1980,0
2621750350,3,2.5,1,0,0,3,8,1998,0
2622029072,4,3.5,2,0,0,5,8,1974,0
2622049052,3,2.5,2,0,4,3,9,1973,0
2623029078,5,2,1.5,0,0,3,7,1913,0
2623039019,3,2.75,2,1,4,3,9,2007,0
2624049073,2,1,1,0,0,3,6,1920,0
2625059301,4,3.25,3,0,0,3,9,2013,0
2629600016,2,1,1,0,0,4,6,1953,0
2636900126,4,2.5,1,0,0,3,7,1972,0
2641800015,3,1,1,0,0,3,6,1950,0
2652500740,4,2.25,2,0,0,3,8,1918,0
2652500795,4,2.5,1.5,0,0,5,8,1909,0
2660500095,4,1,1.5,0,0,3,7,1913,0
2663000050,4,1,1.5,0,0,3,7,1920,0
2663000345,4,2.5,2,0,0,3,9,1924,0
2675600028,3,1.75,1,0,0,4,8,1951,0
2705600067,3,2.5,3,0,0,3,8,2014,0
2705600068,3,2.5,3,0,0,3,8,2014,0
2708100130,2,1,1,0,0,4,7,1926,0
2710600080,4,2,1,0,0,4,7,1949,0
2719100042,3,2,2,0,0,3,9,2012,0
2721600125,5,2.75,1.5,0,2,3,8,1923,0
2723069129,3,2.5,2,0,0,4,8,1990,0
2724069117,6,2,1,0,0,4,7,1968,0
2724089019,1,0.75,1,0,0,3,5,1999,0
2724200705,2,1,1,0,0,3,7,1947,0
2725069157,4,2.5,2,0,0,3,10,1999,0
2725069162,4,2.5,2,0,0,3,9,2003,0
2726049034,3,3.25,2,1,4,3,9,2006,0
2726049164,3,2.5,1,0,0,4,7,1968,0
2726059144,5,3.75,2,0,0,3,11,2006,0
2731600080,5,2.25,1,0,0,4,8,1975,0
2734100835,1,1,1,0,0,3,5,1905,0
2738600140,4,2.5,2,0,0,3,8,2004,0
2738600220,3,2.5,2,0,0,3,8,2005,0
2738640310,4,2.5,2,0,0,3,9,2007,0
2739200040,5,2,1,0,0,4,7,1960,0
2742100016,3,1,1,0,0,3,6,1949,0
2742100152,3,2,2,0,3,3,8,1950,1990
2754700035,5,3.5,2,0,0,3,9,2008,0
2755200040,2,1,1,0,0,4,6,1922,0
2759800110,3,2.5,1,0,1,3,8,1958,0
2767600150,3,2.5,3,0,0,3,8,2005,0
2767600920,2,1,1,0,0,4,6,1918,0
2767601085,6,2.75,1,0,0,3,8,1962,0
2767601375,3,2,2,0,0,3,8,2002,0
2767602141,3,1.5,1,0,0,3,7,1955,0
2767602356,4,3.5,3,0,0,3,9,2005,0
2767602645,4,2,1.5,0,0,3,7,1945,2011
